instance_name,algorithm,epsilon,n_success,seed_mode,n,r,L,full_dim,p0,p0_reference,p0_midpoint,baseline_abs_error,baseline_rel_error,baseline_mode,integrator_version,h0_model_version,fk_input_term,p0_reference_source,integrator,integrator_note,norm_method,norm_iters,median_p_raw,min_p_raw,q1_p_raw,q3_p_raw,max_p_raw,median_p_normalized,min_p_normalized,q1_p_normalized,q3_p_normalized,max_p_normalized
paper_m2,NHMIS-HDQAA,1e-10,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949884072454179,0.9949884072365127,0.994988407243683,0.9949884072469907,0.9949884072553211,1.000000000000687,0.9999999999917369,0.9999999999989433,1.0000000000022677,1.0000000000106402
paper_m2,NHMIS-HDQAA,1e-09,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949884072406654,0.9949884071703364,0.9949884072205184,0.9949884072685308,0.9949884073390015,0.9999999999959106,0.9999999999252274,0.999999999975662,1.0000000000239164,1.000000000094742
paper_m2,NHMIS-HDQAA,1e-08,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949884072312727,0.9949884062105406,0.9949884070250055,0.994988407422017,0.9949884079667658,0.9999999999864706,0.9999999989605972,0.9999999997791644,1.0000000001781757,1.0000000007256682
paper_m2,NHMIS-HDQAA,1e-07,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949884070086067,0.9949883963748236,0.9949884054221806,0.9949884096146532,0.994988416483679,0.999999999762683,0.9999999890753393,0.9999999981682663,1.0000000023818556,1.0000000092854797
paper_m2,NHMIS-HDQAA,1e-06,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949884110232403,0.9949883299132171,0.9949883917666665,0.9949884344457397,0.9949885044728048,1.0000000037975378,0.9999999222789766,0.9999999844439718,1.0000000273380123,1.0000000977177923
paper_m2,NHMIS-HDQAA,1e-05,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949883770269756,0.9949876590012339,0.9949881831109738,0.9949886095247583,0.9949891927610254,0.9999999696300395,0.9999992479877202,0.9999997747373146,1.000000203298875,1.0000007894728071
paper_m2,NHMIS-HDQAA,0.0001,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9949881275727617,0.9949830262770886,0.9949864305032016,0.9949904946200797,0.9949948029145786,0.9999997189193657,0.9999945919293063,0.9999980133019457,1.0000020978891113,1.0000064278837801
paper_m2,NHMIS-HDQAA,0.001,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.994975968194832,0.9949046198285753,0.9949553947195409,0.9949980959774029,0.9950608725988765,0.9999874982966518,0.9999157905604236,0.9999668211961534,1.0000097375332193,1.0000728303501976
paper_m2,NHMIS-HDQAA,0.01,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.9938922587674279,0.9928972780474119,0.9935406214232053,0.9942407846423552,0.9947785010184874,0.9988983304033241,0.9978983381292722,0.9985449219197053,0.9992486117456891,0.9997890365106582
paper_m2,NHMIS-HDQAA,0.1,100,paired_noise,5,5,70,2272,0.9949884072447344,0.9949503534702214,0.9949884072447344,3.805377451293612e-05,3.824690787857996e-05,midpoint,segment_substeps_v2,full_fk_input_v1,not_applicable,full_space_validation,combined,formal,power,64,0.887124268903561,0.8139197388821646,0.8729211452069361,0.9035371875523182,0.9364722888761294,0.8915925677567795,0.8180193185727913,0.8773179052650272,0.908088155573935,0.9411891455794501
