job_id,kind,cache_kind,local_contour_method,contour_source,worker_label,r,L,center_type,center_precision,center_value,center_value_hp,center_imag_hp,grid_N,mp_dps,hp_n_iter,hp_target_log10,epsilon_vis,local_radius_factor,condition_radius,window_x_min,window_x_max,window_y_min,window_y_max,local_coordinates,center_grid_index,center_offset_is_exact_zero,force_seed,local_x_min,local_x_max,local_y_min,local_y_max,local_hx,local_hy,base_radius,radial_hx,radial_hy,cache_path,adaptive_cache_path,from_cache,runtime_seconds,contour_status,contour_touches_boundary,n_contours,physical_points_total,component_physical_points,seed_was_physical,initial_R,outer_R,outer_expansions,local_quadtree_coarse_cells,local_quadtree_max_levels,local_quadtree_levels_used,local_contour_rel_tol,local_contour_abs_tol,local_max_active_cells,n_samples_total,n_boundary_leaf_cells,n_inside_leaf_cells,n_outside_leaf_cells,n_segments,n_contour_vertices,contour_closed,contour_contains_seed,winding_number_seed,max_abs_g_on_contour_sample,median_abs_g_on_contour_sample,seed_logF,final_failed,final_failed_reason,contour_bbox_x_min,contour_bbox_x_max,contour_bbox_y_min,contour_bbox_y_max,gate_order,status,source_cache_path
local_grid_r4_E0_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,local,4,56,E0,mp,0.0,0,0,161,70,40,-34.0,9.999999999999999e-33,2.0,9.102137917901552e-10,-9.102137917901552e-10,9.102137917901552e-10,-9.102137917901552e-10,9.102137917901552e-10,True,80,True,False,-9.102137917901552e-10,9.102137917901552e-10,-9.102137917901552e-10,9.102137917901552e-10,9.102137917901552e-10,9.102137917901552e-10,9.102137917901552e-10,,,data/figure6/grids/loggrid_0487a5f76a59dc129a65.npz,,False,4029.459339699999,ok,False,1,5020,5020,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_0487a5f76a59dc129a65.npz
local_grid_r3_E0_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,local,3,42,E0,mp,0.0,0,0,161,70,40,-34.0,9.999999999999999e-33,2.0,1.150667637049665e-15,-1.150667637049665e-15,1.150667637049665e-15,-1.150667637049665e-15,1.150667637049665e-15,True,80,True,False,-1.150667637049665e-15,1.150667637049665e-15,-1.150667637049665e-15,1.150667637049665e-15,1.150667637049665e-15,1.150667637049665e-15,1.150667637049665e-15,,,data/figure6/grids/loggrid_21035b43818857e333ac.npz,,False,2703.251101200003,ok,False,1,5020,5020,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_21035b43818857e333ac.npz
local_grid_r2_E0_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,local,2,28,E0,mp,0.0,0,0,161,70,40,-34.0,9.999999999999999e-33,2.0,1.6271232208099489e-21,-1.6271232208099489e-21,1.6271232208099489e-21,-1.6271232208099489e-21,1.6271232208099489e-21,True,80,True,False,-1.6271232208099489e-21,1.6271232208099489e-21,-1.6271232208099489e-21,1.6271232208099489e-21,1.6271232208099489e-21,1.6271232208099489e-21,1.6271232208099489e-21,,,data/figure6/grids/loggrid_0afc13200d0c4097774d.npz,,False,1641.770117600041,ok,False,1,5025,5025,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_0afc13200d0c4097774d.npz
local_grid_r1_E0_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,local,1,14,E0,mp,0.0,0,0,161,70,40,-34.0,1e-32,2.0,3.0000415422738885e-27,-3.0000415422738885e-27,3.0000415422738885e-27,-3.0000415422738885e-27,3.0000415422738885e-27,True,80,True,False,-3.0000415422738885e-27,3.0000415422738885e-27,-3.0000415422738885e-27,3.0000415422738885e-27,3.0000415422738885e-27,3.0000415422738885e-27,3.0000415422738885e-27,,,data/figure6/grids/loggrid_236782a0e559ee02f826.npz,,False,850.6907129999599,ok,False,1,5025,5025,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_236782a0e559ee02f826.npz
local_grid_r4_E1_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,server,4,56,E1,mp,0.0015184835666837,0.0015184835666837,0,161,70,40,-34.0,9.999999999999999e-33,2.0,1.8014798636841382e-09,0.0015184817652039,0.0015184853681636,-1.8014798636841382e-09,1.8014798636841382e-09,True,80,True,False,-1.8014798636841382e-09,1.8014798636841382e-09,-1.8014798636841382e-09,1.8014798636841382e-09,1.8014798636841382e-09,1.8014798636841382e-09,1.8014798636841382e-09,,,data/figure6/grids/loggrid_3deeed9c8e2af2a02dbe.npz,,False,931.1761727279518,ok,False,1,5018,5018,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_3deeed9c8e2af2a02dbe.npz
local_grid_r3_E1_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,server,3,42,E1,mp,0.0026677163364483,0.0026677163364483,0,161,70,40,-34.0,9.999999999999999e-33,2.0,2.259508856116174e-15,0.002667716336446,0.0026677163364505,-2.259508856116174e-15,2.259508856116174e-15,True,80,True,False,-2.259508856116174e-15,2.259508856116174e-15,-2.259508856116174e-15,2.259508856116174e-15,2.259508856116174e-15,2.259508856116174e-15,2.259508856116174e-15,,,data/figure6/grids/loggrid_1cfb8c1620a9c6a1dcd5.npz,,False,1627.151259050006,ok,False,1,5020,5020,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_1cfb8c1620a9c6a1dcd5.npz
local_grid_r2_E1_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,server,2,28,E1,mp,0.0058620428456403,0.0058620428456403,0,161,70,40,-34.0,9.999999999999999e-33,2.0,3.1264754790110445e-21,0.0058620428456403,0.0058620428456403,-3.1264754790110445e-21,3.1264754790110445e-21,True,80,True,False,-3.1264754790110445e-21,3.1264754790110445e-21,-3.1264754790110445e-21,3.1264754790110445e-21,3.1264754790110445e-21,3.1264754790110445e-21,3.1264754790110445e-21,,,data/figure6/grids/loggrid_c581f01176a4989531ba.npz,,False,1138.808629657142,ok,False,1,5025,5025,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_c581f01176a4989531ba.npz
local_grid_r1_E1_N161,local_hpcenter,refined_local_shifted_grid,grid,refined_local_shifted_grid_cache,server,1,14,E1,mp,0.0218523992661943,0.0218523992661943,0,161,70,40,-34.0,9.999999999999999e-33,2.0,5.1959766658746166e-27,0.0218523992661943,0.0218523992661943,-5.1959766658746166e-27,5.1959766658746166e-27,True,80,True,False,-5.1959766658746166e-27,5.1959766658746166e-27,-5.1959766658746166e-27,5.1959766658746166e-27,5.1959766658746166e-27,5.1959766658746166e-27,5.1959766658746166e-27,,,data/figure6/grids/loggrid_3cf9262926cf8033e193.npz,,False,601.492767680902,ok,False,1,5025,5025,True,,,-1,8,9,-1,0.001,0.0,20000,-1,-1,-1,-1,-1,-1,False,False,,,,,False,,,,,,legacy_project_order: B_cross_then_B_internal_then_A,success,outputs/experiment_two_resolvent_paper_final_R2/cache/loggrid_3cf9262926cf8033e193.npz
