algorithm,graph_id,graph_hash,m,n,sample_id,seed,delete_probability,deleted_edge_count,num_edges,r,L,x_star_index,mis_size,x_star_left_count,x_star_right_count,gamma,Omega,p_gate,q_gate,absf2,absg2,success_probability,ideal_NH_circuit,fk_method,fk_num_steps,fk_norm_error,runtime_prepare,runtime_solver,runtime_total,cache_hit_prefix,cache_hit_clock,status,error_message
NHMIS-FKQAA,cklr_m12_s90_22a42fd91ce4fe89,22a42fd91ce4fe89,12,45,90,2731535192427643362,0.05,15,414,45,20655,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.030191608668693148,1.0,expm,165240.0,2.6063595726100175e-12,613.2556266069878,0.0033484490122646093,613.27180791297,False,True,success,
NHMIS-HDQAA,cklr_m12_s90_22a42fd91ce4fe89,22a42fd91ce4fe89,12,45,90,2731535192427643362,0.05,15,414,45,20655,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709028170391,1.0,expm,,,613.2556266069878,0.0010007598903030157,613.2728140591644,False,False,success,
HMIS-HDQAA,cklr_m12_s91_f2336dc3f28d62fe,f2336dc3f28d62fe,12,45,91,2235600910544356756,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.565746934429006e-05,1.0,expm,,,613.9140207178425,6.152200512588024e-05,613.9836851949804,False,False,success,
NHMIS-FKQAA,cklr_m12_s91_f2336dc3f28d62fe,f2336dc3f28d62fe,12,45,91,2235600910544356756,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.02206249060732578,1.0,expm,165960.0,1.3751666472217039e-11,613.9140207178425,0.005671944003552198,613.9826460720506,False,True,success,
NHMIS-HDQAA,cklr_m12_s91_f2336dc3f28d62fe,f2336dc3f28d62fe,12,45,91,2235600910544356756,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709028896656,1.0,expm,,,613.9140207178425,0.0009622189681977034,613.983620723011,False,False,success,
HMIS-HDQAA,cklr_m12_s92_7d421e56b6ce55f8,7d421e56b6ce55f8,12,45,92,1304540440554169835,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.542068965423596e-05,1.0,expm,,,604.0328539509792,4.333094693720341e-05,604.0520828419831,False,False,success,
NHMIS-FKQAA,cklr_m12_s92_7d421e56b6ce55f8,7d421e56b6ce55f8,12,45,92,1304540440554169835,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.01859638688078184,1.0,expm,163080.0,1.521516246327792e-11,604.0328539509792,0.0034424280747771263,604.0510392219294,False,True,success,
NHMIS-HDQAA,cklr_m12_s92_7d421e56b6ce55f8,7d421e56b6ce55f8,12,45,92,1304540440554169835,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026354729,1.0,expm,,,604.0328539509792,0.0009916340932250023,604.0520362618845,False,False,success,
HMIS-HDQAA,cklr_m12_s93_06732b5c01fcb430,06732b5c01fcb430,12,45,93,6176169753053173877,0.05,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5269707623361676e-05,1.0,expm,,,598.6272115530446,4.021311178803444e-05,598.6442848301958,False,False,success,
NHMIS-FKQAA,cklr_m12_s93_06732b5c01fcb430,06732b5c01fcb430,12,45,93,6176169753053173877,0.05,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.01685824979781472,1.0,expm,161280.0,1.8247847677343998e-11,598.6272115530446,0.0034569939598441124,598.6432351670228,False,True,success,
NHMIS-HDQAA,cklr_m12_s93_06732b5c01fcb430,06732b5c01fcb430,12,45,93,6176169753053173877,0.05,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709024756946,1.0,expm,,,598.6272115530446,0.0010002560447901487,598.6442419751547,False,False,success,
HMIS-HDQAA,cklr_m12_s94_e0e9cda36cdea8b7,e0e9cda36cdea8b7,12,45,94,6364022970411518537,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.542068965423596e-05,1.0,expm,,,605.5717506150249,4.4113025069236755e-05,605.5894819370005,False,False,success,
NHMIS-FKQAA,cklr_m12_s94_e0e9cda36cdea8b7,e0e9cda36cdea8b7,12,45,94,6364022970411518537,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.01859638688078184,1.0,expm,163080.0,1.521516246327792e-11,605.5717506150249,0.003316395916044712,605.5884267699439,False,True,success,
NHMIS-HDQAA,cklr_m12_s94_e0e9cda36cdea8b7,e0e9cda36cdea8b7,12,45,94,6364022970411518537,0.05,21,408,45,20385,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026354729,1.0,expm,,,605.5717506150249,0.0010028139222413301,605.5894347259309,False,False,success,
HMIS-HDQAA,cklr_m12_s95_ac3ae129edd393a8,ac3ae129edd393a8,12,45,95,8023181883084449821,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.565746934429006e-05,1.0,expm,,,614.7603723329958,0.00013077189214527607,614.826274654828,False,False,success,
NHMIS-FKQAA,cklr_m12_s95_ac3ae129edd393a8,ac3ae129edd393a8,12,45,95,8023181883084449821,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.02206249060732578,1.0,expm,165960.0,1.3751666472217039e-11,614.7603723329958,0.005792249925434589,614.8251385597978,False,True,success,
NHMIS-HDQAA,cklr_m12_s95_ac3ae129edd393a8,ac3ae129edd393a8,12,45,95,8023181883084449821,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709028896656,1.0,expm,,,614.7603723329958,0.0009902529418468475,614.8261407439131,False,False,success,
HMIS-HDQAA,cklr_m12_s96_5eabbdeb28212075,5eabbdeb28212075,12,45,96,6452040070709432392,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5450610307151072e-05,1.0,expm,,,606.6293528547976,4.5838067308068275e-05,606.6467026090249,False,False,success,
NHMIS-FKQAA,cklr_m12_s96_5eabbdeb28212075,5eabbdeb28212075,12,45,96,6452040070709432392,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0291865108274719,1.0,expm,163440.0,1.59539048638635e-11,606.6293528547976,0.003339827060699463,606.6456296269316,False,True,success,
NHMIS-HDQAA,cklr_m12_s96_5eabbdeb28212075,5eabbdeb28212075,12,45,96,6452040070709432392,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026645235,1.0,expm,,,606.6293528547976,0.00101764895953238,606.6466541369446,False,False,success,
HMIS-HDQAA,cklr_m12_s97_34f1c87b57a25853,34f1c87b57a25853,12,45,97,2373375933772160036,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5539818968286285e-05,1.0,expm,,,609.478412744822,4.332698881626129e-05,609.4960295078345,False,False,success,
NHMIS-FKQAA,cklr_m12_s97_34f1c87b57a25853,34f1c87b57a25853,12,45,97,2373375933772160036,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.019138703327538413,1.0,expm,164520.0,5.91948712269641e-12,609.478412744822,0.003420113120228052,609.4949934028555,False,True,success,
NHMIS-HDQAA,cklr_m12_s97_34f1c87b57a25853,34f1c87b57a25853,12,45,97,2373375933772160036,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027589379,1.0,expm,,,609.478412744822,0.0009845530148595572,609.4959837908391,False,False,success,
HMIS-HDQAA,cklr_m12_s98_bfa4ce64c3cec7a5,bfa4ce64c3cec7a5,12,45,98,1157095807209216054,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5569370440785495e-05,1.0,expm,,,609.5510436280165,4.4378917664289474e-05,609.5698475989047,False,False,success,
NHMIS-FKQAA,cklr_m12_s98_bfa4ce64c3cec7a5,bfa4ce64c3cec7a5,12,45,98,1157095807209216054,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.022890621704887242,1.0,expm,164880.0,3.2108760095184152e-12,609.5510436280165,0.005051649874076247,609.5687939769123,False,True,success,
NHMIS-HDQAA,cklr_m12_s98_bfa4ce64c3cec7a5,bfa4ce64c3cec7a5,12,45,98,1157095807209216054,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027879885,1.0,expm,,,609.5510436280165,0.001001287018880248,609.5698004730511,False,False,success,
HMIS-HDQAA,cklr_m12_s99_f5c9a06568cebc51,f5c9a06568cebc51,12,45,99,4764271119512673286,0.05,18,411,45,20520,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5510175059750362e-05,1.0,expm,,,610.3000795110129,4.2625004425644875e-05,610.317194206873,False,False,success,
NHMIS-FKQAA,cklr_m12_s99_f5c9a06568cebc51,f5c9a06568cebc51,12,45,99,4764271119512673286,0.05,18,411,45,20520,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.024057130601058362,1.0,expm,164160.0,9.419354185524753e-12,610.3000795110129,0.003473395947366953,610.3161585777998,False,True,success,
NHMIS-HDQAA,cklr_m12_s99_f5c9a06568cebc51,f5c9a06568cebc51,12,45,99,4764271119512673286,0.05,18,411,45,20520,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027298873,1.0,expm,,,610.3000795110129,0.0009845970198512077,610.3171485848725,False,False,success,
HMIS-HDQAA,cklr_m12_s100_a5d34555e47cf922,a5d34555e47cf922,12,45,100,1380049869874611099,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5539818968286285e-05,1.0,expm,,,610.1843215590343,4.2225001379847527e-05,610.2016636419576,False,False,success,
NHMIS-FKQAA,cklr_m12_s100_a5d34555e47cf922,a5d34555e47cf922,12,45,100,1380049869874611099,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.01913870332739916,1.0,expm,164520.0,5.91948712269641e-12,610.1843215590343,0.003444958943873644,610.2006263749208,False,True,success,
NHMIS-HDQAA,cklr_m12_s100_a5d34555e47cf922,a5d34555e47cf922,12,45,100,1380049869874611099,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027516753,1.0,expm,,,610.1843215590343,0.0009871970396488905,610.2016189880669,False,False,success,
HMIS-HDQAA,cklr_m12_s101_0531118590454cc6,0531118590454cc6,12,45,101,5678274831959125493,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5569370440785495e-05,1.0,expm,,,611.6023839961272,4.408904351294041e-05,611.6193435378373,False,False,success,
NHMIS-FKQAA,cklr_m12_s101_0531118590454cc6,0531118590454cc6,12,45,101,5678274831959125493,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.022890621704887242,1.0,expm,164880.0,3.2108760095184152e-12,611.6023839961272,0.003339827060699463,611.6183334109373,False,True,success,
NHMIS-HDQAA,cklr_m12_s101_0531118590454cc6,0531118590454cc6,12,45,101,5678274831959125493,0.05,16,413,45,20610,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027879885,1.0,expm,,,611.6023839961272,0.0009571958798915148,611.6192964259535,False,False,success,
HMIS-HDQAA,cklr_m12_s102_603e664c5cb1de51,603e664c5cb1de51,12,45,102,2964624197943827062,0.05,22,407,45,20340,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.539067694760326e-05,1.0,expm,,,602.7762151891366,4.2969128116965294e-05,602.7933649010956,False,False,success,
NHMIS-FKQAA,cklr_m12_s102_603e664c5cb1de51,603e664c5cb1de51,12,45,102,2964624197943827062,0.05,22,407,45,20340,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.019159750043073683,1.0,expm,162720.0,1.9336532375291426e-11,602.7762151891366,0.003334701992571354,602.7923315819353,False,True,success,
NHMIS-HDQAA,cklr_m12_s102_603e664c5cb1de51,603e664c5cb1de51,12,45,102,2964624197943827062,0.05,22,407,45,20340,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026064223,1.0,expm,,,602.7762151891366,0.000982149038463831,602.7933192709461,False,False,success,
HMIS-HDQAA,cklr_m12_s103_eeb91bcf99ac4ee2,eeb91bcf99ac4ee2,12,45,103,797836322099892467,0.05,27,402,45,20115,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5239236195218033e-05,1.0,expm,,,594.3641113361809,3.8139987736940384e-05,594.3832774099428,False,False,success,
NHMIS-FKQAA,cklr_m12_s103_eeb91bcf99ac4ee2,eeb91bcf99ac4ee2,12,45,103,797836322099892467,0.05,27,402,45,20115,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.02796181131744999,1.0,expm,160920.0,4.820810417527355e-12,594.3641113361809,0.0034390869550406933,594.3822317200247,False,True,success,
NHMIS-HDQAA,cklr_m12_s103_eeb91bcf99ac4ee2,eeb91bcf99ac4ee2,12,45,103,797836322099892467,0.05,27,402,45,20115,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709024756946,1.0,expm,,,594.3641113361809,0.000998710049316287,594.3832365679555,False,False,success,
HMIS-HDQAA,cklr_m12_s104_72e23ec9dd349fe8,72e23ec9dd349fe8,12,45,104,1004013958027349892,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.565746934429006e-05,1.0,expm,,,614.6489720910322,0.00011927192099392414,614.7089232669678,False,False,success,
NHMIS-FKQAA,cklr_m12_s104_72e23ec9dd349fe8,72e23ec9dd349fe8,12,45,104,1004013958027349892,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.02206249060732578,1.0,expm,165960.0,1.3751666472217039e-11,614.6489720910322,0.0058233009185642,614.7077972618863,False,True,success,
NHMIS-HDQAA,cklr_m12_s104_72e23ec9dd349fe8,72e23ec9dd349fe8,12,45,104,1004013958027349892,0.05,13,416,45,20745,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709028896656,1.0,expm,,,614.6489720910322,0.0009901989251375198,614.708800757071,False,False,success,
HMIS-HDQAA,cklr_m12_s105_16fe591c43388786,16fe591c43388786,12,45,105,2091725500164610230,0.05,32,397,45,19890,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5085510023928676e-05,1.0,expm,,,587.1331745740026,4.0492042899131775e-05,587.1519035778474,False,False,success,
NHMIS-FKQAA,cklr_m12_s105_16fe591c43388786,16fe591c43388786,12,45,105,2091725500164610230,0.05,32,397,45,19890,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.0312093571197197,1.0,expm,159120.0,1.669664406733773e-12,587.1331745740026,0.0032681389711797237,587.150874187937,False,True,success,
NHMIS-HDQAA,cklr_m12_s105_16fe591c43388786,16fe591c43388786,12,45,105,2091725500164610230,0.05,32,397,45,19890,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709023304416,1.0,expm,,,587.1331745740026,0.000980309909209609,587.151860340964,False,False,success,
HMIS-HDQAA,cklr_m12_s106_ea4f43f3dd787f32,ea4f43f3dd787f32,12,45,106,6770209053949045322,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5539818968286285e-05,1.0,expm,,,611.4861873770133,4.316517151892185e-05,611.5034420520533,False,False,success,
NHMIS-FKQAA,cklr_m12_s106_ea4f43f3dd787f32,ea4f43f3dd787f32,12,45,106,6770209053949045322,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.019138703327538413,1.0,expm,164520.0,5.91948712269641e-12,611.4861873770133,0.003341343952342868,611.5024020359851,False,True,success,
NHMIS-HDQAA,cklr_m12_s106_ea4f43f3dd787f32,ea4f43f3dd787f32,12,45,106,6770209053949045322,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027589379,1.0,expm,,,611.4861873770133,0.0009883991442620754,611.5033961629961,False,False,success,
HMIS-HDQAA,cklr_m12_s107_26f6d2400f1f12ac,26f6d2400f1f12ac,12,45,107,6977829966773476115,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5450610307151072e-05,1.0,expm,,,607.9676385470666,4.294305108487606e-05,607.9850891800597,False,False,success,
NHMIS-FKQAA,cklr_m12_s107_26f6d2400f1f12ac,26f6d2400f1f12ac,12,45,107,6977829966773476115,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.029186510827684257,1.0,expm,163440.0,1.59539048638635e-11,607.9676385470666,0.0033502911683171988,607.9840287510306,False,True,success,
NHMIS-HDQAA,cklr_m12_s107_26f6d2400f1f12ac,26f6d2400f1f12ac,12,45,107,6977829966773476115,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026717861,1.0,expm,,,607.9676385470666,0.001009203027933836,607.9850433939137,False,False,success,
HMIS-HDQAA,cklr_m12_s108_f64c9bdf6f9eb924,f64c9bdf6f9eb924,12,45,108,3063327627777779313,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5539818968286285e-05,1.0,expm,,,610.2127092930023,4.4658081606030464e-05,610.2304513009731,False,False,success,
NHMIS-FKQAA,cklr_m12_s108_f64c9bdf6f9eb924,f64c9bdf6f9eb924,12,45,108,3063327627777779313,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.019138703327538413,1.0,expm,164520.0,5.91948712269641e-12,610.2127092930023,0.003288729814812541,610.229344059946,False,True,success,
NHMIS-HDQAA,cklr_m12_s108_f64c9bdf6f9eb924,f64c9bdf6f9eb924,12,45,108,3063327627777779313,0.05,17,412,45,20565,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709027589379,1.0,expm,,,610.2127092930023,0.0010542129166424274,610.2304040070157,False,False,success,
HMIS-HDQAA,cklr_m12_s109_b801611cbfe5f843,b801611cbfe5f843,12,45,109,6284229072853724811,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5450610307151072e-05,1.0,expm,,,606.1188888039906,4.491116851568222e-05,606.1359800880309,False,False,success,
NHMIS-FKQAA,cklr_m12_s109_b801611cbfe5f843,b801611cbfe5f843,12,45,109,6284229072853724811,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.029186510827259537,1.0,expm,163440.0,1.59539048638635e-11,606.1188888039906,0.0033764548134058714,606.1349827980157,False,True,success,
NHMIS-HDQAA,cklr_m12_s109_b801611cbfe5f843,b801611cbfe5f843,12,45,109,6284229072853724811,0.05,20,409,45,20430,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709026572608,1.0,expm,,,606.1188888039906,0.0009434071835130453,606.1359319470357,False,False,success,
HMIS-HDQAA,cklr_m12_s110_e045d6f3ca6eca35,e045d6f3ca6eca35,12,45,110,8260102607408313981,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5269707623361676e-05,1.0,expm,,,599.7117465289775,4.0014972910284996e-05,599.7321479190141,False,False,success,
NHMIS-FKQAA,cklr_m12_s110_e045d6f3ca6eca35,e045d6f3ca6eca35,12,45,110,8260102607408313981,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.016858249797692057,1.0,expm,161280.0,1.8247847677343998e-11,599.7117465289775,0.003254906041547656,599.7311075120233,False,True,success,
NHMIS-HDQAA,cklr_m12_s110_e045d6f3ca6eca35,e045d6f3ca6eca35,12,45,110,8260102607408313981,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.998170902468432,1.0,expm,,,599.7117465289775,0.0009919661097228527,599.7321048260201,False,False,success,
HMIS-HDQAA,cklr_m12_s111_5ba02358f7bd9644,5ba02358f7bd9644,12,45,111,3439865390982769968,0.07,28,401,45,20070,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5208673346234907e-05,1.0,expm,,,594.8691780508962,3.8558151572942734e-05,594.8859410241712,False,False,success,
NHMIS-FKQAA,cklr_m12_s111_5ba02358f7bd9644,5ba02358f7bd9644,12,45,111,3439865390982769968,0.07,28,401,45,20070,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.03479802890867205,1.0,expm,160560.0,1.2399192783618673e-11,594.8691780508962,0.003215450793504715,594.8849968111608,False,True,success,
NHMIS-HDQAA,cklr_m12_s111_5ba02358f7bd9644,5ba02358f7bd9644,12,45,111,3439865390982769968,0.07,28,401,45,20070,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.998170902468432,1.0,expm,,,594.8691780508962,0.0008974000811576843,594.8858998201322,False,False,success,
HMIS-HDQAA,cklr_m12_s112_738c7bdaa5253c80,738c7bdaa5253c80,12,45,112,1461003121386741147,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5178019188969774e-05,1.0,expm,,,597.6884996190201,4.071206785738468e-05,597.7056286288425,False,False,success,
NHMIS-FKQAA,cklr_m12_s112_738c7bdaa5253c80,738c7bdaa5253c80,12,45,112,1461003121386741147,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.024577273475025117,1.0,expm,160200.0,4.798494934732389e-12,597.6884996190201,0.0032957771327346563,597.7045952540357,False,True,success,
NHMIS-HDQAA,cklr_m12_s112_738c7bdaa5253c80,738c7bdaa5253c80,12,45,112,1461003121386741147,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709024321187,1.0,expm,,,597.6884996190201,0.000983197009190917,597.7055852599442,False,False,success,
HMIS-HDQAA,cklr_m12_s113_647fdd4cedc322a8,647fdd4cedc322a8,12,45,113,7764862169633220442,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5178019188969774e-05,1.0,expm,,,593.6230899109505,3.8381898775696754e-05,593.6402074750513,False,False,success,
NHMIS-FKQAA,cklr_m12_s113_647fdd4cedc322a8,647fdd4cedc322a8,12,45,113,7764862169633220442,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.02457727347520394,1.0,expm,160200.0,4.798494934732389e-12,593.6230899109505,0.003244047984480858,593.6391802839935,False,True,success,
NHMIS-HDQAA,cklr_m12_s113_647fdd4cedc322a8,647fdd4cedc322a8,12,45,113,7764862169633220442,0.07,29,400,45,20025,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709024393813,1.0,expm,,,593.6230899109505,0.0009802209679037333,593.6401658509858,False,False,success,
HMIS-HDQAA,cklr_m12_s114_f674bfdcd6cbb83f,f674bfdcd6cbb83f,12,45,114,6813253977311978802,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5269707623361676e-05,1.0,expm,,,603.7218796599191,3.940984606742859e-05,603.7390950941481,False,False,success,
NHMIS-FKQAA,cklr_m12_s114_f674bfdcd6cbb83f,f674bfdcd6cbb83f,12,45,114,6813253977311978802,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.016858249798060037,1.0,expm,161280.0,1.8247847677343998e-11,603.7218796599191,0.0034452478867024183,603.7380378551316,False,True,success,
NHMIS-HDQAA,cklr_m12_s114_f674bfdcd6cbb83f,f674bfdcd6cbb83f,12,45,114,6813253977311978802,0.07,26,403,45,20160,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709024902199,1.0,expm,,,603.7218796599191,0.0010079299099743366,603.7390529331751,False,False,success,
HMIS-HDQAA,cklr_m12_s115_eb3d3ca4ec0a2d75,eb3d3ca4ec0a2d75,12,45,115,2539618383943773698,0.07,34,395,45,19800,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5023382862323959e-05,1.0,expm,,,597.641813273076,4.206388257443905e-05,597.6615031338297,False,False,success,
NHMIS-FKQAA,cklr_m12_s115_eb3d3ca4ec0a2d75,eb3d3ca4ec0a2d75,12,45,115,2539618383943773698,0.07,34,395,45,19800,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.021496290892622866,1.0,expm,158400.0,2.0583312831945477e-11,597.641813273076,0.003305678954347968,597.6604963878635,False,True,success,
NHMIS-HDQAA,cklr_m12_s115_eb3d3ca4ec0a2d75,eb3d3ca4ec0a2d75,12,45,115,2539618383943773698,0.07,34,395,45,19800,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9981709022650778,1.0,expm,,,597.641813273076,0.0009558098390698433,597.6614584608469,False,False,success,
HMIS-HDQAA,cklr_m12_s116_91c32074403c01b8,91c32074403c01b8,12,45,116,2979887613217792742,0.07,30,399,45,19980,4095,12,12,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,1.5147273838033515e-05,1.0,expm,,,590.4212448820472,3.988086245954037e-05,590.4381082269829,False,False,success,
