algorithm,graph_id,graph_hash,m,n,sample_id,seed,delete_probability,deleted_edge_count,num_edges,r,L,x_star_index,mis_size,x_star_left_count,x_star_right_count,gamma,Omega,p_gate,q_gate,absf2,absg2,success_probability,ideal_NH_circuit,fk_method,fk_num_steps,fk_norm_error,runtime_prepare,runtime_solver,runtime_total,cache_hit_prefix,cache_hit_clock,status,error_message
NHMIS-FKQAA,cklr_m3_s375_4f16f1b49f36dc9f,4f16f1b49f36dc9f,3,9,375,934629899852119670,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625134715384026,0.9999427821902845,expm,2160.0,2.362554596402333e-13,0.14210939593613148,0.00036054314114153385,0.1528643248602748,False,True,success,
NHMIS-HDQAA,cklr_m3_s375_4f16f1b49f36dc9f,4f16f1b49f36dc9f,3,9,375,934629899852119670,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952521112716,0.9999427821902845,expm,,,0.14210939593613148,0.0002575421240180731,0.15312438481487334,False,False,success,
HMIS-HDQAA,cklr_m3_s376_341fcb1464ab8e09,341fcb1464ab8e09,3,9,376,5201041730094580938,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.15202435292303562,2.6548979803919792e-05,0.163893376942724,False,False,success,
NHMIS-FKQAA,cklr_m3_s376_341fcb1464ab8e09,341fcb1464ab8e09,3,9,376,5201041730094580938,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503811876201237,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.15202435292303562,0.00037590600550174713,0.1635786658152938,False,True,success,
NHMIS-HDQAA,cklr_m3_s376_341fcb1464ab8e09,341fcb1464ab8e09,3,9,376,5201041730094580938,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999599063509812,0.9999465965529861,expm,,,0.15202435292303562,0.0002835968043655157,0.16386500280350447,False,False,success,
HMIS-HDQAA,cklr_m3_s387_27cb69951771858b,27cb69951771858b,3,9,387,1791297975338537932,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.144836010877043,2.482207491993904e-05,0.1559198040049523,False,False,success,
NHMIS-FKQAA,cklr_m3_s387_27cb69951771858b,27cb69951771858b,3,9,387,1791297975338537932,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625134355440786,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.144836010877043,0.00036190380342304707,0.15562258916907012,False,True,success,
NHMIS-HDQAA,cklr_m3_s387_27cb69951771858b,27cb69951771858b,3,9,387,1791297975338537932,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999595252086498,0.9999427822048356,expm,,,0.144836010877043,0.00026810914278030396,0.15589322801679373,False,False,success,
HMIS-HDQAA,cklr_m3_s390_c272103dbad0248f,c272103dbad0248f,3,9,390,1621698690760322580,0.11,6,18,9,243,87,5,3,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1957138869803409,0.9999809267328014,expm,,,0.11212086211889982,1.5252968296408653e-05,0.12025118782185018,False,False,success,
NHMIS-FKQAA,cklr_m3_s390_c272103dbad0248f,c272103dbad0248f,3,9,390,1621698690760322580,0.11,6,18,9,243,87,5,3,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.1519918272504865,0.9999809267328014,expm,1944.0,9.769962616701378e-14,0.11212086211889982,0.0002519960980862379,0.12007834482938051,False,True,success,
NHMIS-HDQAA,cklr_m3_s390_c272103dbad0248f,c272103dbad0248f,3,9,390,1621698690760322580,0.11,6,18,9,243,87,5,3,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999835633288339,0.9999809267328014,expm,,,0.11212086211889982,0.0001547178253531456,0.12023482099175453,False,False,success,
HMIS-HDQAA,cklr_m3_s391_b86cf1ced976f36c,b86cf1ced976f36c,3,9,391,2421655909343055633,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.14325085002928972,2.4998094886541367e-05,0.15423985314555466,False,False,success,
NHMIS-FKQAA,cklr_m3_s391_b86cf1ced976f36c,b86cf1ced976f36c,3,9,391,2421655909343055633,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625128636169668,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.14325085002928972,0.0003425499889999628,0.1539527929853648,False,True,success,
NHMIS-HDQAA,cklr_m3_s391_b86cf1ced976f36c,b86cf1ced976f36c,3,9,391,2421655909343055633,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952516154568,0.9999427822048356,expm,,,0.14325085002928972,0.0002577661070972681,0.15421310300007463,False,False,success,
HMIS-HDQAA,cklr_m3_s399_0f4534925d682e68,0f4534925d682e68,3,9,399,1442099205726794661,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427821902845,expm,,,0.14077563607133925,2.378108911216259e-05,0.15177304786629975,False,False,success,
NHMIS-FKQAA,cklr_m3_s399_0f4534925d682e68,0f4534925d682e68,3,9,399,1442099205726794661,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625130103379693,0.9999427821902845,expm,2160.0,2.362554596402333e-13,0.14077563607133925,0.00034734909422695637,0.15148964594118297,False,True,success,
NHMIS-HDQAA,cklr_m3_s399_0f4534925d682e68,0f4534925d682e68,3,9,399,1442099205726794661,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952517186426,0.9999427821902845,expm,,,0.14077563607133925,0.00025538308545947075,0.15174755896441638,False,False,success,
HMIS-HDQAA,cklr_m3_s404_c4e30573b1a6f01c,c4e30573b1a6f01c,3,9,404,699327544895424026,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.15129743400029838,2.812291495501995e-05,0.16321832104586065,False,False,success,
NHMIS-FKQAA,cklr_m3_s404_c4e30573b1a6f01c,c4e30573b1a6f01c,3,9,404,699327544895424026,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503828118701448,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.15129743400029838,0.0003841312136501074,0.16289945505559444,False,True,success,
NHMIS-HDQAA,cklr_m3_s404_c4e30573b1a6f01c,c4e30573b1a6f01c,3,9,404,699327544895424026,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999599064766116,0.9999465965529861,expm,,,0.15129743400029838,0.00028566503897309303,0.16318811499513686,False,False,success,
HMIS-HDQAA,cklr_m3_s406_9e0947359ec0487c,9e0947359ec0487c,3,9,406,926354374099586982,0.11,4,20,9,261,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8062700303444246,0.9999389678713488,expm,,,0.13343709195032716,1.7347978428006172e-05,0.1424100180156529,False,False,success,
NHMIS-FKQAA,cklr_m3_s406_9e0947359ec0487c,9e0947359ec0487c,3,9,406,926354374099586982,0.11,4,20,9,261,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.14400427017192655,0.9999389678713488,expm,2088.0,9.059419880941277e-14,0.13343709195032716,0.0002839991357177496,0.1422126719262451,False,True,success,
NHMIS-HDQAA,cklr_m3_s406_9e0947359ec0487c,9e0947359ec0487c,3,9,406,926354374099586982,0.11,4,20,9,261,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.999591439696432,0.9999389678713488,expm,,,0.13343709195032716,0.00017662509344518185,0.14239112590439618,False,False,success,
HMIS-HDQAA,cklr_m3_s410_2ec182911a423b80,2ec182911a423b80,3,9,410,4110037051650104009,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.14119037194177508,2.165115438401699e-05,0.15223218989558518,False,False,success,
NHMIS-FKQAA,cklr_m3_s410_2ec182911a423b80,2ec182911a423b80,3,9,410,4110037051650104009,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625124768336894,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.14119037194177508,0.00035159895196557045,0.15193823096342385,False,True,success,
NHMIS-HDQAA,cklr_m3_s410_2ec182911a423b80,2ec182911a423b80,3,9,410,4110037051650104009,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952514584052,0.9999427822048356,expm,,,0.14119037194177508,0.0002684041392058134,0.15220898296684027,False,False,success,
HMIS-HDQAA,cklr_m3_s415_6477c9c42549a50f,6477c9c42549a50f,3,9,415,2774461675401810620,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.13961683004163206,2.10439320653677e-05,0.14906496298499405,False,False,success,
NHMIS-FKQAA,cklr_m3_s415_6477c9c42549a50f,6477c9c42549a50f,3,9,415,2774461675401810620,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04625125606536796,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.13961683004163206,0.00030756089836359024,0.1488133450038731,False,True,success,
NHMIS-HDQAA,cklr_m3_s415_6477c9c42549a50f,6477c9c42549a50f,3,9,415,2774461675401810620,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952514584052,0.9999427822048356,expm,,,0.13961683004163206,0.00022634584456682205,0.14904249692335725,False,False,success,
HMIS-HDQAA,cklr_m3_s416_02719d595a71e7c6,02719d595a71e7c6,3,9,416,7646720003322378259,0.11,5,19,9,252,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.10610211444880625,0.9999351535669062,expm,,,0.11777570703998208,1.770583912730217e-05,0.12644420005381107,False,False,success,
NHMIS-FKQAA,cklr_m3_s416_02719d595a71e7c6,02719d595a71e7c6,3,9,416,7646720003322378259,0.11,5,19,9,252,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.18364557322846578,0.9999351535669062,expm,2016.0,6.17284001691587e-14,0.11777570703998208,0.00029399385675787926,0.12624700390733778,False,True,success,
NHMIS-HDQAA,cklr_m3_s416_02719d595a71e7c6,02719d595a71e7c6,3,9,416,7646720003322378259,0.11,5,19,9,252,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995876265894058,0.9999351535669062,expm,,,0.11777570703998208,0.00017532496713101864,0.12642454006709158,False,False,success,
HMIS-HDQAA,cklr_m3_s417_636d4b612d50f0ba,636d4b612d50f0ba,3,9,417,8389727322907884939,0.11,5,19,9,252,149,4,2,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.10610211444880625,0.9999809266018935,expm,,,0.1280391940381378,1.7245067283511162e-05,0.13837318308651447,False,False,success,
NHMIS-FKQAA,cklr_m3_s417_636d4b612d50f0ba,636d4b612d50f0ba,3,9,417,8389727322907884939,0.11,5,19,9,252,149,4,2,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.47985732379385276,0.9999809266018935,expm,2016.0,6.17284001691587e-14,0.1280391940381378,0.00029122806154191494,0.1381820710375905,False,True,success,
NHMIS-HDQAA,cklr_m3_s417_636d4b612d50f0ba,636d4b612d50f0ba,3,9,417,8389727322907884939,0.11,5,19,9,252,149,4,2,2,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9998760015279557,0.9999809266018935,expm,,,0.1280391940381378,0.00017088581807911396,0.13835479109548032,False,False,success,
HMIS-HDQAA,cklr_m3_s421_220cd9a9e27a9fef,220cd9a9e27a9fef,3,9,421,3524224385167712773,0.11,4,20,9,261,39,4,3,1,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8062700303444246,0.9999847412118481,expm,,,0.12951785791665316,2.121017314493656e-05,0.13896332308650017,False,False,success,
NHMIS-FKQAA,cklr_m3_s421_220cd9a9e27a9fef,220cd9a9e27a9fef,3,9,421,3524224385167712773,0.11,4,20,9,261,39,4,3,1,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.25426700055624407,0.9999847412118481,expm,2088.0,9.059419880941277e-14,0.12951785791665316,0.0003179688937962055,0.13871357101015747,False,True,success,
NHMIS-HDQAA,cklr_m3_s421_220cd9a9e27a9fef,220cd9a9e27a9fef,3,9,421,3524224385167712773,0.11,4,20,9,261,39,4,3,1,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9997742800744537,0.9999847412118481,expm,,,0.12951785791665316,0.00022455397993326187,0.13894052989780903,False,False,success,
HMIS-HDQAA,cklr_m3_s427_cbd8d6549c920479,cbd8d6549c920479,3,9,427,3734969853688476967,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.8663082585375196,0.9999427822048356,expm,,,0.13783795107156038,2.1819956600666046e-05,0.1472693351097405,False,False,success,
NHMIS-FKQAA,cklr_m3_s427_cbd8d6549c920479,cbd8d6549c920479,3,9,427,3734969853688476967,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.046251244827842146,0.9999427822048356,expm,2160.0,2.362554596402333e-13,0.13783795107156038,0.00030323886312544346,0.1470167140942067,False,True,success,
NHMIS-HDQAA,cklr_m3_s427_cbd8d6549c920479,cbd8d6549c920479,3,9,427,3734969853688476967,0.11,3,21,9,270,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995952514584052,0.9999427822048356,expm,,,0.13783795107156038,0.0002269779797643423,0.14724613912403584,False,False,success,
HMIS-HDQAA,cklr_m3_s429_9a63b25c6b8366e3,9a63b25c6b8366e3,3,9,429,299082279692097496,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.16384955191972653,0.9999465965529861,expm,,,0.1556191281415522,2.760300412774086e-05,0.1674664211459458,False,False,success,
NHMIS-FKQAA,cklr_m3_s429_9a63b25c6b8366e3,9a63b25c6b8366e3,3,9,429,299082279692097496,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.04503822230984645,0.9999465965529861,expm,2232.0,5.573319583618286e-14,0.1556191281415522,0.0003646640107035637,0.16713824006728828,False,True,success,
NHMIS-HDQAA,cklr_m3_s429_9a63b25c6b8366e3,9a63b25c6b8366e3,3,9,429,299082279692097496,0.11,2,22,9,279,7,3,3,0,10.0,1.0,2.0,4.0,0.9999450780724328,5.492192580908934e-05,0.9995990643342794,0.9999465965529861,expm,,,0.1556191281415522,0.00029573286883533,0.16743705212138593,False,False,success,
HMIS-HDQAA,cklr_m4_s00_11114d98629ee538,11114d98629ee538,4,13,0,8772526418923903243,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.3771352574143514,0.9999995380657012,expm,,,0.5921086000162177,3.100000321865082e-05,0.6512740000034682,False,False,success,
NHMIS-FKQAA,cklr_m4_s00_11114d98629ee538,11114d98629ee538,4,13,0,8772526418923903243,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.102634914240938,0.9999995380657012,expm,5928.0,1.232347557333924e-13,0.5921086000162177,0.0096380999893881,0.6509807000111323,False,True,success,
NHMIS-HDQAA,cklr_m4_s00_11114d98629ee538,11114d98629ee538,4,13,0,8772526418923903243,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.999487107638014,0.9999995380657012,expm,,,0.5921086000162177,0.0002585999900475,0.6512417000194546,False,False,success,
HMIS-HDQAA,cklr_m4_s01_cd55346992b18745,cd55346992b18745,4,13,1,6000944236440503477,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.3771352574143514,0.9999995380657012,expm,,,0.6725549999973737,3.100000321865082e-05,0.7231992999732029,False,False,success,
NHMIS-FKQAA,cklr_m4_s01_cd55346992b18745,cd55346992b18745,4,13,1,6000944236440503477,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.102634914240938,0.9999995380657012,expm,5928.0,1.232347557333924e-13,0.6725549999973737,0.0009549999958835,0.722916599974269,False,True,success,
NHMIS-HDQAA,cklr_m4_s01_cd55346992b18745,cd55346992b18745,4,13,1,6000944236440503477,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.999487107638014,0.9999995380657012,expm,,,0.6725549999973737,0.0002475999935995,0.7231668999884278,False,False,success,
HMIS-HDQAA,cklr_m4_s02_83f560079e9afce0,83f560079e9afce0,4,13,2,2090743040554807848,0.03,3,42,13,715,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.0101298699516915,0.9999995231640924,expm,,,0.5855577000183985,3.03999986499548e-05,0.6386106999998447,False,False,success,
NHMIS-FKQAA,cklr_m4_s02_83f560079e9afce0,83f560079e9afce0,4,13,2,2090743040554807848,0.03,3,42,13,715,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1042932900713528,0.9999995231640924,expm,5720.0,2.223776718324189e-13,0.5855577000183985,0.0138697999936994,0.6383276999986265,False,True,success,
NHMIS-HDQAA,cklr_m4_s02_83f560079e9afce0,83f560079e9afce0,4,13,2,2090743040554807848,0.03,3,42,13,715,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994870927497226,0.9999995231640924,expm,,,0.5855577000183985,0.0002478999958839,0.6385789999912959,False,False,success,
HMIS-HDQAA,cklr_m4_s03_896a5fbefe2c8378,896a5fbefe2c8378,4,13,3,3245664574519177778,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.3771352574143514,0.9999995380657012,expm,,,0.6085198000073433,2.979999408125877e-05,0.6563519000192173,False,False,success,
NHMIS-FKQAA,cklr_m4_s03_896a5fbefe2c8378,896a5fbefe2c8378,4,13,3,3245664574519177778,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.102634914240938,0.9999995380657012,expm,5928.0,1.232347557333924e-13,0.6085198000073433,0.0025088000111281,0.6560870000103023,False,True,success,
NHMIS-HDQAA,cklr_m4_s03_896a5fbefe2c8378,896a5fbefe2c8378,4,13,3,3245664574519177778,0.03,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.999487107638014,0.9999995380657012,expm,,,0.6085198000073433,0.0002313999866601,0.6563207000144757,False,False,success,
HMIS-HDQAA,cklr_m4_s04_cab4b2616d80583e,cab4b2616d80583e,4,13,4,1201331505058437711,0.05,4,41,13,702,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.0323633355127902,0.9999994933617846,expm,,,0.5031040000030771,3.2199983252212405e-05,0.5435015000111889,False,False,success,
NHMIS-FKQAA,cklr_m4_s04_cab4b2616d80583e,cab4b2616d80583e,4,13,4,1201331505058437711,0.05,4,41,13,702,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1268802105748254,0.9999994933617846,expm,5616.0,7.878142582740113e-13,0.5031040000030771,0.0055277000064961,0.5432150000124238,False,True,success,
NHMIS-HDQAA,cklr_m4_s04_cab4b2616d80583e,cab4b2616d80583e,4,13,4,1201331505058437711,0.05,4,41,13,702,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994870629749584,0.9999994933617846,expm,,,0.5031040000030771,0.0002491999766789,0.543467800016515,False,False,success,
HMIS-HDQAA,cklr_m4_s05_3aa49806cc1b3963,3aa49806cc1b3963,4,13,5,1857594716715241546,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.3771352574143514,0.9999995380657012,expm,,,0.7072625000146218,3.229998401366174e-05,0.7574549000128172,False,False,success,
NHMIS-FKQAA,cklr_m4_s05_3aa49806cc1b3963,3aa49806cc1b3963,4,13,5,1857594716715241546,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.102634914240938,0.9999995380657012,expm,5928.0,1.232347557333924e-13,0.7072625000146218,0.0011665999772958,0.7571511000278406,False,True,success,
NHMIS-HDQAA,cklr_m4_s05_3aa49806cc1b3963,3aa49806cc1b3963,4,13,5,1857594716715241546,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.999487107638014,0.9999995380657012,expm,,,0.7072625000146218,0.0002674999996088,0.7574211000173818,False,False,success,
HMIS-HDQAA,cklr_m4_s06_8e7af2cdf50bb0c7,8e7af2cdf50bb0c7,4,13,6,8719962836897695065,0.05,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1389400174766678,0.999999538065474,expm,,,0.73271709997789,3.190001007169485e-05,0.8114771000109613,False,False,success,
NHMIS-FKQAA,cklr_m4_s06_8e7af2cdf50bb0c7,8e7af2cdf50bb0c7,4,13,6,8719962836897695065,0.05,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.086682768703208,0.999999538065474,expm,5824.0,2.540190280342358e-13,0.73271709997789,0.0275502000004053,0.811194699985208,False,True,success,
NHMIS-HDQAA,cklr_m4_s06_8e7af2cdf50bb0c7,8e7af2cdf50bb0c7,4,13,6,8719962836897695065,0.05,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994871076377868,0.999999538065474,expm,,,0.73271709997789,0.0002456000074744,0.8114432999864221,False,False,success,
HMIS-HDQAA,cklr_m4_s07_2cef2e3c52729484,2cef2e3c52729484,4,13,7,1278188893167950740,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.3771352574143514,0.9999995380657012,expm,,,0.8211199000070337,3.1100003980100155e-05,0.875623900006758,False,False,success,
NHMIS-FKQAA,cklr_m4_s07_2cef2e3c52729484,2cef2e3c52729484,4,13,7,1278188893167950740,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.102634914240938,0.9999995380657012,expm,5928.0,1.232347557333924e-13,0.8211199000070337,0.0009454999817535,0.8753350999904796,False,True,success,
NHMIS-HDQAA,cklr_m4_s07_2cef2e3c52729484,2cef2e3c52729484,4,13,7,1278188893167950740,0.05,1,44,13,741,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.999487107638014,0.9999995380657012,expm,,,0.8211199000070337,0.000253900012467,0.8755914999928791,False,False,success,
HMIS-HDQAA,cklr_m4_s08_7f28040993933bd5,7f28040993933bd5,4,13,8,5333394421908251311,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1389400174766678,0.999999538065474,expm,,,0.8252861999790184,3.159997868351638e-05,0.8800935999897774,False,False,success,
NHMIS-FKQAA,cklr_m4_s08_7f28040993933bd5,7f28040993933bd5,4,13,8,5333394421908251311,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.086682768703208,0.999999538065474,expm,5824.0,2.540190280342358e-13,0.8252861999790184,0.0008862999966368,0.8796499999880325,False,True,success,
NHMIS-HDQAA,cklr_m4_s08_7f28040993933bd5,7f28040993933bd5,4,13,8,5333394421908251311,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994871076377868,0.999999538065474,expm,,,0.8252861999790184,0.0004065000102855,0.8800603999989107,False,False,success,
HMIS-HDQAA,cklr_m4_s09_9ce13dafb5663188,9ce13dafb5663188,4,13,9,1688706592466653603,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1389400174766678,0.999999538065474,expm,,,0.5481121999910101,3.190001007169485e-05,0.6078433000075165,False,False,success,
NHMIS-FKQAA,cklr_m4_s09_9ce13dafb5663188,9ce13dafb5663188,4,13,9,1688706592466653603,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.086682768703208,0.999999538065474,expm,5824.0,2.540190280342358e-13,0.5481121999910101,0.0078458999923896,0.6075613999855705,False,True,success,
NHMIS-HDQAA,cklr_m4_s09_9ce13dafb5663188,9ce13dafb5663188,4,13,9,1688706592466653603,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994871076377868,0.999999538065474,expm,,,0.5481121999910101,0.0002456000074744,0.6078099999867845,False,False,success,
HMIS-HDQAA,cklr_m4_s10_bb6af34489887c45,bb6af34489887c45,4,13,10,3865422147709834241,0.07,5,40,13,689,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1988220831972216,0.9999995231640924,expm,,,0.5573176999751013,3.1499977922067046e-05,0.6118513999972492,False,False,success,
NHMIS-FKQAA,cklr_m4_s10_bb6af34489887c45,bb6af34489887c45,4,13,10,3865422147709834241,0.07,5,40,13,689,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1094121734475888,0.9999995231640924,expm,5512.0,6.783462680459706e-14,0.5573176999751013,0.0184252000181004,0.6115318000083789,False,True,success,
NHMIS-HDQAA,cklr_m4_s10_bb6af34489887c45,bb6af34489887c45,4,13,10,3865422147709834241,0.07,5,40,13,689,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.9994870927506316,0.9999995231640924,expm,,,0.5573176999751013,0.0002838000073097,0.6118184000079054,False,False,success,
HMIS-HDQAA,cklr_m4_s11_a74cdf9e960b216a,a74cdf9e960b216a,4,13,11,3608065954858741264,0.07,2,43,13,728,15,4,4,0,10.0,1.0,2.0,4.0,0.9999450780724336,5.4921925808869954e-05,0.1389400174766678,0.9999995231643196,expm,,,0.7937777999904938,3.100000321865082e-05,0.8326436000061221,False,False,success,
